EELSMODEL report file
Wed 6. Feb 10:41:15 2008
FILENAME of HL spectrum:C:/EELSMODELoriginal/Examples/fittertest/uncorrelated_1e3.dm3
NAME of HL spectrum:C:/EELSMODELoriginal/Examples/fittertest/uncorrelated_1e3.dm3 [199]
Detector used:ideal detector
Detector gain:1.00000000e+000
Detector correlation factor:1.00000000e+000

List of components and their parameters
FITTER settings were

FITTERTYPE:Levenberg Marquardt
FRACTION:1.00000000e-003
MAXSTEP:1.00000000e+099
MINSTEP:1.00000000e-099
TOLERANCE:1.00000000e-010
USEGRADIENTS:0
Lorentz: Emax	free/locked	sigma 	Lorentz: FWHM	free/locked	sigma 	Lorentz: Height	free/locked	sigma 	Line: A	free/locked	sigma 	Line: B	free/locked	sigma 	goodness_of_fit	LRtestconfidence	
1.27028949e+002	free	1.#QNAN000e+000	1.00759612e+001	free	1.#QNAN000e+000	3.19007231e+003	free	1.#QNAN000e+000	8.09469947e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.269863e-001	The model is accepted at a confidence level of: 97.916461 percent
1.27012100e+002	free	1.#QNAN000e+000	1.00533782e+001	free	1.#QNAN000e+000	3.24717237e+003	free	1.#QNAN000e+000	8.05229024e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.056550e+000	The model is accepted at a confidence level of: 25.695956 percent
1.26984990e+002	free	1.#QNAN000e+000	1.00105823e+001	free	1.#QNAN000e+000	3.21929373e+003	free	1.#QNAN000e+000	8.08005902e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.891563e-001	The model is accepted at a confidence level of: 53.682358 percent
1.27010289e+002	free	1.#QNAN000e+000	9.89688492e+000	free	1.#QNAN000e+000	3.23881489e+003	free	1.#QNAN000e+000	8.11199276e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.804069e-001	The model is accepted at a confidence level of: 57.598587 percent
1.27000849e+002	free	1.#QNAN000e+000	9.90375013e+000	free	1.#QNAN000e+000	3.21233522e+003	free	1.#QNAN000e+000	8.08959392e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 7.345329e-001	The model is accepted at a confidence level of: 99.944964 percent
1.26935269e+002	free	1.#QNAN000e+000	9.83311663e+000	free	1.#QNAN000e+000	3.24921113e+003	free	1.#QNAN000e+000	8.09292528e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.045403e+000	The model is accepted at a confidence level of: 29.745776 percent
1.27044283e+002	free	1.#QNAN000e+000	1.01047838e+001	free	1.#QNAN000e+000	3.22444273e+003	free	1.#QNAN000e+000	8.07692471e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.881279e-001	The model is accepted at a confidence level of: 89.900770 percent
1.26990608e+002	free	1.#QNAN000e+000	9.98566821e+000	free	1.#QNAN000e+000	3.17667495e+003	free	1.#QNAN000e+000	8.10953678e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.034025e+000	The model is accepted at a confidence level of: 34.189403 percent
1.27033032e+002	free	1.#QNAN000e+000	1.00024806e+001	free	1.#QNAN000e+000	3.22712285e+003	free	1.#QNAN000e+000	8.04029249e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.040710e+000	The model is accepted at a confidence level of: 31.542952 percent
1.26985272e+002	free	1.#QNAN000e+000	9.87001080e+000	free	1.#QNAN000e+000	3.21881146e+003	free	1.#QNAN000e+000	8.09576349e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.051431e+000	The model is accepted at a confidence level of: 27.516259 percent
1.27056743e+002	free	1.#QNAN000e+000	1.00113557e+001	free	1.#QNAN000e+000	3.20440463e+003	free	1.#QNAN000e+000	8.05723069e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.047420e+000	The model is accepted at a confidence level of: 28.989775 percent
1.26925057e+002	free	1.#QNAN000e+000	1.00348038e+001	free	1.#QNAN000e+000	3.24679135e+003	free	1.#QNAN000e+000	8.03974636e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.635976e-001	The model is accepted at a confidence level of: 64.946991 percent
1.26983112e+002	free	1.#QNAN000e+000	1.02541622e+001	free	1.#QNAN000e+000	3.17629874e+003	free	1.#QNAN000e+000	8.05549417e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.035393e+000	The model is accepted at a confidence level of: 33.640093 percent
1.26975835e+002	free	1.#QNAN000e+000	9.88756569e+000	free	1.#QNAN000e+000	3.24267590e+003	free	1.#QNAN000e+000	8.10506272e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.044510e+000	The model is accepted at a confidence level of: 30.083722 percent
1.26878814e+002	free	1.#QNAN000e+000	9.96974938e+000	free	1.#QNAN000e+000	3.23654464e+003	free	1.#QNAN000e+000	8.06731619e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.759600e-001	The model is accepted at a confidence level of: 59.571833 percent
1.27039584e+002	free	1.#QNAN000e+000	1.01881308e+001	free	1.#QNAN000e+000	3.21439478e+003	free	1.#QNAN000e+000	8.01734910e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.654682e-001	The model is accepted at a confidence level of: 93.986655 percent
1.27032553e+002	free	1.#QNAN000e+000	9.98567316e+000	free	1.#QNAN000e+000	3.22760494e+003	free	1.#QNAN000e+000	8.08965166e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.069220e+000	The model is accepted at a confidence level of: 21.497262 percent
1.26986677e+002	free	1.#QNAN000e+000	9.89297474e+000	free	1.#QNAN000e+000	3.28692225e+003	free	1.#QNAN000e+000	8.08030208e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.401222e-001	The model is accepted at a confidence level of: 96.927165 percent
1.27037076e+002	free	1.#QNAN000e+000	9.83058117e+000	free	1.#QNAN000e+000	3.26954907e+003	free	1.#QNAN000e+000	8.08421119e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.035565e+000	The model is accepted at a confidence level of: 33.571182 percent
1.27006189e+002	free	1.#QNAN000e+000	9.98629976e+000	free	1.#QNAN000e+000	3.21635549e+003	free	1.#QNAN000e+000	8.04445894e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.301243e-001	The model is accepted at a confidence level of: 78.039464 percent
1.27016358e+002	free	1.#QNAN000e+000	1.00373456e+001	free	1.#QNAN000e+000	3.23286808e+003	free	1.#QNAN000e+000	8.08551675e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.088705e+000	The model is accepted at a confidence level of: 15.933631 percent
1.27009344e+002	free	1.#QNAN000e+000	9.92063516e+000	free	1.#QNAN000e+000	3.23514739e+003	free	1.#QNAN000e+000	8.06464361e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.073453e+000	The model is accepted at a confidence level of: 20.195222 percent
1.26960315e+002	free	1.#QNAN000e+000	1.00341205e+001	free	1.#QNAN000e+000	3.19878044e+003	free	1.#QNAN000e+000	8.09983081e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.769904e-001	The model is accepted at a confidence level of: 59.116047 percent
1.26955257e+002	free	1.#QNAN000e+000	9.72483133e+000	free	1.#QNAN000e+000	3.29098861e+003	free	1.#QNAN000e+000	8.05261515e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.073557e+000	The model is accepted at a confidence level of: 20.163944 percent
1.27023583e+002	free	1.#QNAN000e+000	9.95316507e+000	free	1.#QNAN000e+000	3.25225114e+003	free	1.#QNAN000e+000	8.07788815e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.001789e+000	The model is accepted at a confidence level of: 48.015415 percent
1.26962234e+002	free	1.#QNAN000e+000	1.01066566e+001	free	1.#QNAN000e+000	3.20424511e+003	free	1.#QNAN000e+000	8.05643994e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.036307e+000	The model is accepted at a confidence level of: 33.275006 percent
1.27017985e+002	free	1.#QNAN000e+000	1.00073072e+001	free	1.#QNAN000e+000	3.22073297e+003	free	1.#QNAN000e+000	8.08379630e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.463501e-001	The model is accepted at a confidence level of: 72.022250 percent
1.26998040e+002	free	1.#QNAN000e+000	9.95998805e+000	free	1.#QNAN000e+000	3.23580776e+003	free	1.#QNAN000e+000	8.05592565e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.058519e+000	The model is accepted at a confidence level of: 25.014362 percent
1.27034232e+002	free	1.#QNAN000e+000	1.00710021e+001	free	1.#QNAN000e+000	3.22229379e+003	free	1.#QNAN000e+000	8.08159938e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.082763e+000	The model is accepted at a confidence level of: 17.513823 percent
1.27032340e+002	free	1.#QNAN000e+000	1.00913716e+001	free	1.#QNAN000e+000	3.19584015e+003	free	1.#QNAN000e+000	8.04382105e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.372385e-001	The model is accepted at a confidence level of: 97.171484 percent
1.27029071e+002	free	1.#QNAN000e+000	1.00418359e+001	free	1.#QNAN000e+000	3.20093309e+003	free	1.#QNAN000e+000	8.08561413e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.816897e-001	The model is accepted at a confidence level of: 91.218588 percent
1.27025983e+002	free	1.#QNAN000e+000	1.00481299e+001	free	1.#QNAN000e+000	3.24301532e+003	free	1.#QNAN000e+000	8.05445455e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.380975e-001	The model is accepted at a confidence level of: 75.170824 percent
1.27031489e+002	free	1.#QNAN000e+000	1.00025238e+001	free	1.#QNAN000e+000	3.22547983e+003	free	1.#QNAN000e+000	8.06029113e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.132280e-001	The model is accepted at a confidence level of: 83.491750 percent
1.26976945e+002	free	1.#QNAN000e+000	1.00051042e+001	free	1.#QNAN000e+000	3.20364690e+003	free	1.#QNAN000e+000	8.10697759e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.102743e+000	The model is accepted at a confidence level of: 12.601135 percent
1.27017629e+002	free	1.#QNAN000e+000	9.94552370e+000	free	1.#QNAN000e+000	3.27436689e+003	free	1.#QNAN000e+000	8.05340172e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.009631e+000	The model is accepted at a confidence level of: 44.534346 percent
1.26934920e+002	free	1.#QNAN000e+000	1.00829866e+001	free	1.#QNAN000e+000	3.20896403e+003	free	1.#QNAN000e+000	8.06832652e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.026240e+000	The model is accepted at a confidence level of: 37.386361 percent
1.27016249e+002	free	1.#QNAN000e+000	1.01653853e+001	free	1.#QNAN000e+000	3.18210746e+003	free	1.#QNAN000e+000	8.04545731e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.008514e+000	The model is accepted at a confidence level of: 45.027018 percent
1.27002771e+002	free	1.#QNAN000e+000	1.00305989e+001	free	1.#QNAN000e+000	3.20727669e+003	free	1.#QNAN000e+000	8.04706830e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.654151e-001	The model is accepted at a confidence level of: 93.994492 percent
1.26995792e+002	free	1.#QNAN000e+000	9.94847664e+000	free	1.#QNAN000e+000	3.23820736e+003	free	1.#QNAN000e+000	8.10315397e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.045116e+000	The model is accepted at a confidence level of: 29.854300 percent
1.27038507e+002	free	1.#QNAN000e+000	1.01921439e+001	free	1.#QNAN000e+000	3.16320298e+003	free	1.#QNAN000e+000	8.04826984e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.696456e-001	The model is accepted at a confidence level of: 93.346274 percent
1.27030104e+002	free	1.#QNAN000e+000	9.88235794e+000	free	1.#QNAN000e+000	3.27073967e+003	free	1.#QNAN000e+000	8.04823778e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.812101e-001	The model is accepted at a confidence level of: 91.311604 percent
1.26989621e+002	free	1.#QNAN000e+000	1.01548117e+001	free	1.#QNAN000e+000	3.20971828e+003	free	1.#QNAN000e+000	8.02260098e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.248421e+000	The model is accepted at a confidence level of: 0.445702 percent
1.27002645e+002	free	1.#QNAN000e+000	9.88812378e+000	free	1.#QNAN000e+000	3.21895320e+003	free	1.#QNAN000e+000	8.08473871e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.529793e-001	The model is accepted at a confidence level of: 69.374515 percent
1.26963337e+002	free	1.#QNAN000e+000	1.01747926e+001	free	1.#QNAN000e+000	3.21565881e+003	free	1.#QNAN000e+000	8.05708561e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.035204e+000	The model is accepted at a confidence level of: 33.715671 percent
1.27027528e+002	free	1.#QNAN000e+000	1.00660408e+001	free	1.#QNAN000e+000	3.21660527e+003	free	1.#QNAN000e+000	8.08259747e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.011005e+000	The model is accepted at a confidence level of: 43.929790 percent
1.27005600e+002	free	1.#QNAN000e+000	9.88235008e+000	free	1.#QNAN000e+000	3.26912971e+003	free	1.#QNAN000e+000	8.06266817e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.118118e+000	The model is accepted at a confidence level of: 9.570515 percent
1.27014003e+002	free	1.#QNAN000e+000	9.84190873e+000	free	1.#QNAN000e+000	3.24697813e+003	free	1.#QNAN000e+000	8.05987804e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.278845e-001	The model is accepted at a confidence level of: 78.812495 percent
1.27004323e+002	free	1.#QNAN000e+000	9.93809104e+000	free	1.#QNAN000e+000	3.25973437e+003	free	1.#QNAN000e+000	8.06133622e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.582467e-001	The model is accepted at a confidence level of: 67.204269 percent
1.26949567e+002	free	1.#QNAN000e+000	1.01330771e+001	free	1.#QNAN000e+000	3.17357910e+003	free	1.#QNAN000e+000	8.03349168e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.048396e+000	The model is accepted at a confidence level of: 28.627417 percent
1.27010060e+002	free	1.#QNAN000e+000	9.98771389e+000	free	1.#QNAN000e+000	3.24846308e+003	free	1.#QNAN000e+000	8.07367728e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.085078e+000	The model is accepted at a confidence level of: 16.885856 percent
1.26993508e+002	free	1.#QNAN000e+000	1.00638536e+001	free	1.#QNAN000e+000	3.21980051e+003	free	1.#QNAN000e+000	8.05956048e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.595667e-001	The model is accepted at a confidence level of: 94.810934 percent
1.27011772e+002	free	1.#QNAN000e+000	9.83105904e+000	free	1.#QNAN000e+000	3.23638631e+003	free	1.#QNAN000e+000	8.11742494e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.663338e-001	The model is accepted at a confidence level of: 63.774708 percent
1.26910824e+002	free	1.#QNAN000e+000	9.98135353e+000	free	1.#QNAN000e+000	3.22132559e+003	free	1.#QNAN000e+000	8.10390294e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.916731e-001	The model is accepted at a confidence level of: 89.119297 percent
1.27037097e+002	free	1.#QNAN000e+000	9.96789948e+000	free	1.#QNAN000e+000	3.24099389e+003	free	1.#QNAN000e+000	8.03821415e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.999575e-001	The model is accepted at a confidence level of: 48.834278 percent
1.27004061e+002	free	1.#QNAN000e+000	9.82335076e+000	free	1.#QNAN000e+000	3.28499995e+003	free	1.#QNAN000e+000	8.06756002e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.010774e+000	The model is accepted at a confidence level of: 44.030916 percent
1.27040140e+002	free	1.#QNAN000e+000	9.95090658e+000	free	1.#QNAN000e+000	3.25243550e+003	free	1.#QNAN000e+000	8.09246454e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.139136e+000	The model is accepted at a confidence level of: 6.374237 percent
1.27080170e+002	free	1.#QNAN000e+000	9.90188518e+000	free	1.#QNAN000e+000	3.24536316e+003	free	1.#QNAN000e+000	8.04708899e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.031863e+000	The model is accepted at a confidence level of: 35.065586 percent
1.27004760e+002	free	1.#QNAN000e+000	9.92605313e+000	free	1.#QNAN000e+000	3.22471580e+003	free	1.#QNAN000e+000	8.09696624e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.082776e+000	The model is accepted at a confidence level of: 17.510175 percent
1.27041289e+002	free	1.#QNAN000e+000	9.89334211e+000	free	1.#QNAN000e+000	3.23206022e+003	free	1.#QNAN000e+000	8.10564608e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.665187e-001	The model is accepted at a confidence level of: 63.695083 percent
1.27011069e+002	free	1.#QNAN000e+000	1.00050987e+001	free	1.#QNAN000e+000	3.23317966e+003	free	1.#QNAN000e+000	8.03601781e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.474568e-001	The model is accepted at a confidence level of: 71.587155 percent
1.26939856e+002	free	1.#QNAN000e+000	9.91897537e+000	free	1.#QNAN000e+000	3.25007584e+003	free	1.#QNAN000e+000	8.09882967e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.224349e-001	The model is accepted at a confidence level of: 80.630402 percent
1.27029306e+002	free	1.#QNAN000e+000	9.79328582e+000	free	1.#QNAN000e+000	3.25827365e+003	free	1.#QNAN000e+000	8.09957971e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.655261e-001	The model is accepted at a confidence level of: 64.121898 percent
1.27055464e+002	free	1.#QNAN000e+000	1.01031968e+001	free	1.#QNAN000e+000	3.20769914e+003	free	1.#QNAN000e+000	8.08550608e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.117122e-001	The model is accepted at a confidence level of: 83.936916 percent
1.27051181e+002	free	1.#QNAN000e+000	9.94425308e+000	free	1.#QNAN000e+000	3.26271378e+003	free	1.#QNAN000e+000	8.09518832e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.015743e+000	The model is accepted at a confidence level of: 41.860497 percent
1.27032845e+002	free	1.#QNAN000e+000	1.02667609e+001	free	1.#QNAN000e+000	3.14614288e+003	free	1.#QNAN000e+000	8.06339474e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.018983e+000	The model is accepted at a confidence level of: 40.462218 percent
1.26950393e+002	free	1.#QNAN000e+000	9.92010537e+000	free	1.#QNAN000e+000	3.27247192e+003	free	1.#QNAN000e+000	8.07360052e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.101224e+000	The model is accepted at a confidence level of: 12.934867 percent
1.27074151e+002	free	1.#QNAN000e+000	1.00929424e+001	free	1.#QNAN000e+000	3.20610362e+003	free	1.#QNAN000e+000	8.06053482e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.705385e-001	The model is accepted at a confidence level of: 61.952547 percent
1.26985656e+002	free	1.#QNAN000e+000	9.84993044e+000	free	1.#QNAN000e+000	3.27261868e+003	free	1.#QNAN000e+000	8.06195172e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.059132e+000	The model is accepted at a confidence level of: 24.804269 percent
1.26969227e+002	free	1.#QNAN000e+000	9.99378927e+000	free	1.#QNAN000e+000	3.23929721e+003	free	1.#QNAN000e+000	8.03378880e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.533320e-001	The model is accepted at a confidence level of: 69.230935 percent
1.27001183e+002	free	1.#QNAN000e+000	1.00536468e+001	free	1.#QNAN000e+000	3.19260649e+003	free	1.#QNAN000e+000	8.07959036e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.727282e-001	The model is accepted at a confidence level of: 92.842233 percent
1.27012715e+002	free	1.#QNAN000e+000	1.00740118e+001	free	1.#QNAN000e+000	3.23098033e+003	free	1.#QNAN000e+000	8.06267416e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.151053e+000	The model is accepted at a confidence level of: 4.984604 percent
1.27050250e+002	free	1.#QNAN000e+000	1.00032713e+001	free	1.#QNAN000e+000	3.19158386e+003	free	1.#QNAN000e+000	8.05856332e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.867201e-001	The model is accepted at a confidence level of: 90.200017 percent
1.26956259e+002	free	1.#QNAN000e+000	1.01933821e+001	free	1.#QNAN000e+000	3.18499051e+003	free	1.#QNAN000e+000	8.02722094e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 8.528201e-001	The model is accepted at a confidence level of: 95.644282 percent
1.27038840e+002	free	1.#QNAN000e+000	1.02023133e+001	free	1.#QNAN000e+000	3.18893489e+003	free	1.#QNAN000e+000	7.99565712e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.407963e-001	The model is accepted at a confidence level of: 74.160344 percent
1.26994232e+002	free	1.#QNAN000e+000	9.89896926e+000	free	1.#QNAN000e+000	3.26124970e+003	free	1.#QNAN000e+000	8.10346374e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.094279e+000	The model is accepted at a confidence level of: 14.543455 percent
1.27006915e+002	free	1.#QNAN000e+000	1.00604797e+001	free	1.#QNAN000e+000	3.19500752e+003	free	1.#QNAN000e+000	8.05984233e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.015330e+000	The model is accepted at a confidence level of: 42.039816 percent
1.27061110e+002	free	1.#QNAN000e+000	9.79213653e+000	free	1.#QNAN000e+000	3.28705757e+003	free	1.#QNAN000e+000	8.06659655e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.784270e-001	The model is accepted at a confidence level of: 58.479063 percent
1.27038479e+002	free	1.#QNAN000e+000	1.00840676e+001	free	1.#QNAN000e+000	3.21861684e+003	free	1.#QNAN000e+000	8.06663697e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.069113e+000	The model is accepted at a confidence level of: 21.530616 percent
1.27028372e+002	free	1.#QNAN000e+000	9.94231964e+000	free	1.#QNAN000e+000	3.24273196e+003	free	1.#QNAN000e+000	8.02767944e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.455725e-001	The model is accepted at a confidence level of: 72.326185 percent
1.26981754e+002	free	1.#QNAN000e+000	9.99093318e+000	free	1.#QNAN000e+000	3.21159438e+003	free	1.#QNAN000e+000	8.05178779e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 1.019029e+000	The model is accepted at a confidence level of: 40.442431 percent
1.26968339e+002	free	1.#QNAN000e+000	1.01521078e+001	free	1.#QNAN000e+000	3.18752490e+003	free	1.#QNAN000e+000	8.05451237e+002	free	1.#QNAN000e+000	0.00000000e+000	locked	0.00000000e+000	Likelyhood merrit function (similar to chisq/dof): 9.678114e-001	The model is accepted at a confidence level of: 63.137044 percent
