EELSMODEL report file
??? ??? 15 10:07:38 2008
FILENAME of HL spectrum:Y:/Data/T3_A3/region3/SI_HL2_cal.dm3
NAME of HL spectrum:Y:/Data/T3_A3/region3/SI_HL2_cal.dm3 [0]
Detector used:EMAT 3000F GIF2000 1K Phosphor
Detector gain:1.43900000e-001
Detector correlation factor:2.52250000e+000

List of components and their parameters
FITTER settings were

FITTERTYPE:MLFitterGSL
FRACTION:1.00000000e-003
MAXSTEP:1.00000000e+099
MINSTEP:1.00000000e-099
TOLERANCE:1.00000000e-010
USEGRADIENTS:1
Ratio of strengthand strength	 sigma 	Extrapolated Energy mass center of B K Fine structure	 sigma 	Extrapolated Energy mass center of N K Fine structure	 sigma 	goodness_of_fit	LRtestconfidence	Hydrogenic K-edge: E0	free/locked	sigma 	Hydrogenic K-edge: Ek	free/locked	sigma 	Hydrogenic K-edge: Z	free/locked	sigma 	Hydrogenic K-edge: thetasteps	free/locked	sigma 	Hydrogenic K-edge: collection angle	free/locked	sigma 	Hydrogenic K-edge: strength	free/locked	sigma 	Hydrogenic K-edge: convergence angle	free/locked	sigma 	Generic Fine Structure (DOS): Estart	free/locked	sigma 	Generic Fine Structure (DOS): Estop	free/locked	sigma 	Generic Fine Structure (DOS): Constant broadening	free/locked	sigma 	Generic Fine Structure (DOS): Alpha	free/locked	sigma 	Generic Fine Structure (DOS): a0 @ 189.471 eV	free/locked	sigma 	Generic Fine Structure (DOS): a1 @ 190.941 eV	free/locked	sigma 	Generic Fine Structure (DOS): a2 @ 192.412 eV	free/locked	sigma 	Generic Fine Structure (DOS): a3 @ 193.882 eV	free/locked	sigma 	Generic Fine Structure (DOS): a4 @ 195.353 eV	free/locked	sigma 	Generic Fine Structure (DOS): a5 @ 196.824 eV	free/locked	sigma 	Generic Fine Structure (DOS): a6 @ 198.294 eV	free/locked	sigma 	Generic Fine Structure (DOS): a7 @ 199.765 eV	free/locked	sigma 	Generic Fine Structure (DOS): a8 @ 201.235 eV	free/locked	sigma 	Generic Fine Structure (DOS): a9 @ 202.706 eV	free/locked	sigma 	Generic Fine Structure (DOS): a10 @ 204.176 eV	free/locked	sigma 	Generic Fine Structure (DOS): a11 @ 205.647 eV	free/locked	sigma 	Generic Fine Structure (DOS): a12 @ 207.118 eV	free/locked	sigma 	Generic Fine Structure (DOS): a13 @ 208.588 eV	free/locked	sigma 	Generic Fine Structure (DOS): a14 @ 210.059 eV	free/locked	sigma 	Generic Fine Structure (DOS): a15 @ 211.529 eV	free/locked	sigma 	Generic Fine Structure (DOS): a16 @ 213 eV	free/locked	sigma 	Generic Fine Structure (DOS): a17 @ 214.471 eV	free/locked	sigma 	Generic Fine Structure (DOS): a18 @ 215.941 eV	free/locked	sigma 	Generic Fine Structure (DOS): a19 @ 217.412 eV	free/locked	sigma 	Generic Fine Structure (DOS): a20 @ 218.882 eV	free/locked	sigma 	Generic Fine Structure (DOS): a21 @ 220.353 eV	free/locked	sigma 	Generic Fine Structure (DOS): a22 @ 221.824 eV	free/locked	sigma 	Generic Fine Structure (DOS): a23 @ 223.294 eV	free/locked	sigma 	Generic Fine Structure (DOS): a24 @ 224.765 eV	free/locked	sigma 	Generic Fine Structure (DOS): a25 @ 226.235 eV	free/locked	sigma 	Generic Fine Structure (DOS): a26 @ 227.706 eV	free/locked	sigma 	Generic Fine Structure (DOS): a27 @ 229.176 eV	free/locked	sigma 	Generic Fine Structure (DOS): a28 @ 230.647 eV	free/locked	sigma 	Generic Fine Structure (DOS): a29 @ 232.118 eV	free/locked	sigma 	Generic Fine Structure (DOS): a30 @ 233.588 eV	free/locked	sigma 	Generic Fine Structure (DOS): a31 @ 235.059 eV	free/locked	sigma 	Generic Fine Structure (DOS): a32 @ 236.529 eV	free/locked	sigma 	Generic Fine Structure (DOS): compnr	free/locked	sigma 	Hydrogenic K-edge: E0	free/locked	sigma 	Hydrogenic K-edge: Ek	free/locked	sigma 	Hydrogenic K-edge: Z	free/locked	sigma 	Hydrogenic K-edge: thetasteps	free/locked	sigma 	Hydrogenic K-edge: collection angle	free/locked	sigma 	Hydrogenic K-edge: strength	free/locked	sigma 	Hydrogenic K-edge: convergence angle	free/locked	sigma 	Generic Fine Structure (DOS): Estart	free/locked	sigma 	Generic Fine Structure (DOS): Estop	free/locked	sigma 	Generic Fine Structure (DOS): Constant broadening	free/locked	sigma 	Generic Fine Structure (DOS): Alpha	free/locked	sigma 	Generic Fine Structure (DOS): a0 @ 401.471 eV	free/locked	sigma 	Generic Fine Structure (DOS): a1 @ 402.941 eV	free/locked	sigma 	Generic Fine Structure (DOS): a2 @ 404.412 eV	free/locked	sigma 	Generic Fine Structure (DOS): a3 @ 405.882 eV	free/locked	sigma 	Generic Fine Structure (DOS): a4 @ 407.353 eV	free/locked	sigma 	Generic Fine Structure (DOS): a5 @ 408.824 eV	free/locked	sigma 	Generic Fine Structure (DOS): a6 @ 410.294 eV	free/locked	sigma 	Generic Fine Structure (DOS): a7 @ 411.765 eV	free/locked	sigma 	Generic Fine Structure (DOS): a8 @ 413.235 eV	free/locked	sigma 	Generic Fine Structure (DOS): a9 @ 414.706 eV	free/locked	sigma 	Generic Fine Structure (DOS): a10 @ 416.176 eV	free/locked	sigma 	Generic Fine Structure (DOS): a11 @ 417.647 eV	free/locked	sigma 	Generic Fine Structure (DOS): a12 @ 419.118 eV	free/locked	sigma 	Generic Fine Structure (DOS): a13 @ 420.588 eV	free/locked	sigma 	Generic Fine Structure (DOS): a14 @ 422.059 eV	free/locked	sigma 	Generic Fine Structure (DOS): a15 @ 423.529 eV	free/locked	sigma 	Generic Fine Structure (DOS): a16 @ 425 eV	free/locked	sigma 	Generic Fine Structure (DOS): a17 @ 426.471 eV	free/locked	sigma 	Generic Fine Structure (DOS): a18 @ 427.941 eV	free/locked	sigma 	Generic Fine Structure (DOS): a19 @ 429.412 eV	free/locked	sigma 	Generic Fine Structure (DOS): a20 @ 430.882 eV	free/locked	sigma 	Generic Fine Structure (DOS): a21 @ 432.353 eV	free/locked	sigma 	Generic Fine Structure (DOS): a22 @ 433.824 eV	free/locked	sigma 	Generic Fine Structure (DOS): a23 @ 435.294 eV	free/locked	sigma 	Generic Fine Structure (DOS): a24 @ 436.765 eV	free/locked	sigma 	Generic Fine Structure (DOS): a25 @ 438.235 eV	free/locked	sigma 	Generic Fine Structure (DOS): a26 @ 439.706 eV	free/locked	sigma 	Generic Fine Structure (DOS): a27 @ 441.176 eV	free/locked	sigma 	Generic Fine Structure (DOS): a28 @ 442.647 eV	free/locked	sigma 	Generic Fine Structure (DOS): a29 @ 444.118 eV	free/locked	sigma 	Generic Fine Structure (DOS): a30 @ 445.588 eV	free/locked	sigma 	Generic Fine Structure (DOS): a31 @ 447.059 eV	free/locked	sigma 	Generic Fine Structure (DOS): a32 @ 448.529 eV	free/locked	sigma 	Generic Fine Structure (DOS): compnr	free/locked	sigma 	Power law background: A	free/locked	sigma 	Power law background: r	free/locked	sigma 	FixedPattern: Ek	free/locked	sigma 	FixedPattern: Strength	free/locked	sigma 	FixedPattern: Scale	free/locked	sigma 	FixedPattern: Y:/Data/T3_A3/region3/BG_cal.msa	free/locked	sigma 	Multiple scattering (FFT): Y:/Data/T3_A3/region3/LL_cal.msa	free/locked	sigma 	
0.992747	0.000938734	262.978	0	511.825	0	2.30094e+006	0	3.00000000e+005	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	5.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.35674198e+001	free	5.10308075e-003	2.00000000e-004	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	2.38000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	-3.54410784e-001	free	1.00018429e-003	7.20159225e-001	free	8.98372157e-004	5.22436697e-001	free	9.32569852e-004	-1.21917693e-001	free	9.46784171e-004	1.68743312e-001	free	9.91239268e-004	5.39097060e-001	free	1.02516201e-003	3.32599544e+000	free	1.06394577e-003	2.18290088e+000	free	1.09716642e-003	9.44487163e-001	free	1.12892789e-003	1.29532033e+000	free	1.15626909e-003	1.81721104e+000	free	1.18029291e-003	1.40258137e+000	free	1.20029951e-003	1.52877274e+000	free	1.21675019e-003	1.34713346e+000	free	1.22983668e-003	1.19057088e+000	free	1.24030327e-003	1.08902893e+000	free	1.24980664e-003	1.31150325e+000	free	1.26390654e-003	1.95557754e+000	free	1.31902972e-003	1.94174384e+000	free	1.38146446e-003	1.17932393e+000	free	1.44564059e-003	8.36888452e-001	free	1.50944093e-003	7.29674303e-001	free	1.57147426e-003	6.09494871e-001	free	1.63069729e-003	7.83323491e-001	free	1.68594687e-003	6.20070757e-001	free	1.73661798e-003	7.91930001e-001	free	1.78149524e-003	6.90248566e-001	free	1.82087306e-003	8.66394483e-001	free	1.85241322e-003	9.62879297e-001	free	1.87683760e-003	8.85626058e-001	free	1.88363239e-003	8.67129528e-001	free	1.85946656e-003	1.03584739e+000	free	1.70781341e-003	7.51873483e-001	free	1.24497418e-003	0.00000000e+000	locked	0.00000000e+000	3.00000000e+005	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	7.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.38857447e+001	free	4.11784315e-002	2.00000000e-004	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	4.50000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	1.86114971e+000	free	7.03700638e-003	-7.27348075e-002	free	6.05354930e-003	1.50736299e+000	free	6.26310371e-003	1.89531753e+000	free	6.22517857e-003	3.20494208e+000	free	6.44411594e-003	1.48849437e+000	free	6.55618257e-003	1.76501301e+000	free	6.71089053e-003	1.94009502e+000	free	6.82245941e-003	2.24599679e+000	free	6.92047838e-003	2.44493188e+000	free	6.99019613e-003	1.90691957e+000	free	7.03613503e-003	1.45267040e+000	free	7.05984098e-003	1.04365898e+000	free	7.05698937e-003	9.81690042e-001	free	7.03746112e-003	8.64558342e-001	free	7.00075319e-003	1.05097285e+000	free	6.95895901e-003	1.11184439e+000	free	6.94321672e-003	8.64612190e-001	free	7.14719865e-003	1.00397303e+000	free	7.38634306e-003	6.05015390e-001	free	7.62866686e-003	1.27359747e+000	free	7.86405965e-003	6.66396515e-001	free	8.08357681e-003	1.29264196e+000	free	8.28438324e-003	9.66556123e-001	free	8.45979727e-003	1.52022906e+000	free	8.60888130e-003	9.41441870e-001	free	8.72598751e-003	1.31171482e+000	free	8.81199887e-003	1.44381292e+000	free	8.86070376e-003	8.14219553e-001	free	8.87000221e-003	1.40892984e+000	free	8.80404303e-003	5.97932201e-001	free	8.58216511e-003	1.18027145e+000	free	7.80390573e-003	5.72235178e-001	free	5.59189968e-003	2.00000000e+000	locked	0.00000000e+000	5.02548267e+003	free	2.69916206e-001	4.13466964e+000	free	3.68359204e-004	0.00000000e+000	free	0.00000000e+000	9.21685836e-001	free	5.11659365e-003	1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	
0.998749	0.000939679	263.542	0	512.469	0	2.18254e+006	0	3.00000000e+005	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	5.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.40444992e+001	free	5.09356438e-003	2.00000000e-004	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	2.38000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	-4.92256071e-002	free	9.89234073e-004	1.38653179e-001	free	8.88639284e-004	1.01941963e+000	free	9.22436715e-004	-3.96447648e-001	free	9.36517250e-004	4.23950943e-001	free	9.80483282e-004	-5.28247204e-002	free	1.01404533e-003	2.90553242e+000	free	1.05240789e-003	2.70107113e+000	free	1.08527120e-003	1.18921268e+000	free	1.11668862e-003	9.79978517e-001	free	1.14373506e-003	1.85797551e+000	free	1.16749917e-003	1.46004071e+000	free	1.18728991e-003	1.48675774e+000	free	1.20356315e-003	1.45861555e+000	free	1.21650870e-003	1.21267197e+000	free	1.22686258e-003	1.11757139e+000	free	1.23626396e-003	1.18143020e+000	free	1.25021190e-003	1.88451603e+000	free	1.30473922e-003	1.80041979e+000	free	1.36649852e-003	1.44020400e+000	free	1.42997998e-003	8.44977937e-001	free	1.49308969e-003	7.52867262e-001	free	1.55445138e-003	7.20545249e-001	free	1.61303318e-003	6.66291578e-001	free	1.66768449e-003	6.24628452e-001	free	1.71780690e-003	7.51513437e-001	free	1.76219812e-003	8.12931059e-001	free	1.80114958e-003	7.39844917e-001	free	1.83234811e-003	8.60163957e-001	free	1.85650804e-003	8.65245617e-001	free	1.86322922e-003	9.06068012e-001	free	1.83932522e-003	9.41124985e-001	free	1.68931478e-003	8.24520152e-001	free	1.23148891e-003	0.00000000e+000	locked	0.00000000e+000	3.00000000e+005	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	7.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.40996658e+001	free	4.11768302e-002	2.00000000e-004	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	4.50000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	1.71022846e+000	free	7.00268916e-003	5.39818028e-002	free	6.02418473e-003	1.17676363e+000	free	6.23267464e-003	1.58246650e+000	free	6.19496956e-003	3.14467262e+000	free	6.41282954e-003	2.01838221e+000	free	6.52436302e-003	1.65467346e+000	free	6.67831740e-003	1.52979940e+000	free	6.78934719e-003	2.34264489e+000	free	6.88689100e-003	2.46019988e+000	free	6.95627140e-003	1.94350509e+000	free	7.00198832e-003	1.65041971e+000	free	7.02557942e-003	1.07256690e+000	free	7.02274317e-003	9.93574986e-001	free	7.00331028e-003	8.97458996e-001	free	6.96678177e-003	9.78821414e-001	free	6.92519165e-003	9.34427172e-001	free	6.90952705e-003	1.32862332e+000	free	7.11252133e-003	3.93019779e-001	free	7.35050717e-003	1.00754561e+000	free	7.59165681e-003	8.21753407e-001	free	7.82590856e-003	9.36707873e-001	free	8.04436185e-003	1.23296130e+000	free	8.24419477e-003	8.60606825e-001	free	8.41875857e-003	1.28769900e+000	free	8.56711977e-003	1.05210393e+000	free	8.68365832e-003	1.40592919e+000	free	8.76925291e-003	1.28553995e+000	free	8.81772168e-003	8.68355669e-001	free	8.82697535e-003	1.10630651e+000	free	8.76133590e-003	9.47839514e-001	free	8.54053377e-003	1.03118396e+000	free	7.76604971e-003	7.90737617e-001	free	5.56476610e-003	2.00000000e+000	locked	0.00000000e+000	5.09222844e+003	free	2.70290268e-001	4.15157609e+000	free	3.64957307e-004	0.00000000e+000	free	0.00000000e+000	9.20403466e-001	free	5.11553348e-003	1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	
1.02029	0.0009809	263.158	0	511.886	0	2.55782e+006	0	3.00000000e+005	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	5.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.40163021e+001	free	5.08252767e-003	2.00000000e-004	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	2.38000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	-2.48787457e-001	free	9.89736014e-004	5.28892775e-001	free	8.89206304e-004	6.77694276e-001	free	9.22991619e-004	-1.82030353e-001	free	9.37103931e-004	2.30466110e-001	free	9.81089652e-004	3.75093820e-001	free	1.01468084e-003	3.32044457e+000	free	1.05306676e-003	2.24758864e+000	free	1.08595395e-003	1.01266566e+000	free	1.11739149e-003	1.28825875e+000	free	1.14445685e-003	1.75198445e+000	free	1.16823676e-003	1.46606444e+000	free	1.18804117e-003	1.53911844e+000	free	1.20432568e-003	1.29644578e+000	free	1.21728044e-003	1.22375757e+000	free	1.22764171e-003	1.03642931e+000	free	1.23705020e-003	1.27199221e+000	free	1.25100794e-003	1.90509978e+000	free	1.30557159e-003	1.86609594e+000	free	1.36737139e-003	1.21597189e+000	free	1.43089406e-003	9.33341543e-001	free	1.49404469e-003	6.52383930e-001	free	1.55544600e-003	6.47891916e-001	free	1.61406564e-003	6.09563757e-001	free	1.66875216e-003	7.43914918e-001	free	1.71890685e-003	8.37235118e-001	free	1.76332657e-003	5.51943778e-001	free	1.80230317e-003	9.75500591e-001	free	1.83352169e-003	7.71124915e-001	free	1.85769725e-003	1.08851352e+000	free	1.86442270e-003	7.75681792e-001	free	1.84050351e-003	1.06123514e+000	free	1.69039695e-003	7.89899793e-001	free	1.23227796e-003	0.00000000e+000	locked	0.00000000e+000	3.00000000e+005	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	7.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.31408102e+001	free	4.11748977e-002	2.00000000e-004	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	4.50000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	1.82358422e+000	free	7.15811346e-003	8.68821130e-002	free	6.15807973e-003	1.29271571e+000	free	6.37114580e-003	1.98658102e+000	free	6.33264611e-003	3.08427903e+000	free	6.55532981e-003	1.67144658e+000	free	6.66935486e-003	1.72728636e+000	free	6.82672731e-003	1.79244667e+000	free	6.94022741e-003	2.16641278e+000	free	7.03993964e-003	2.58520513e+000	free	7.11086312e-003	2.07298079e+000	free	7.15759718e-003	1.42723163e+000	free	7.18171279e-003	1.02263459e+000	free	7.17881535e-003	9.81831604e-001	free	7.15895129e-003	7.29088044e-001	free	7.12161253e-003	1.11966916e+000	free	7.07909960e-003	9.81029571e-001	free	7.06308844e-003	9.33983338e-001	free	7.27059671e-003	9.47620781e-001	free	7.51387387e-003	8.52133742e-001	free	7.76038493e-003	8.54344362e-001	free	7.99984419e-003	9.58162083e-001	free	8.22315403e-003	9.03275830e-001	free	8.42742917e-003	1.23134185e+000	free	8.60587369e-003	1.25061206e+000	free	8.75753282e-003	1.12643982e+000	free	8.87666206e-003	1.35470634e+000	free	8.96415965e-003	1.24192568e+000	free	9.01370587e-003	1.18811699e+000	free	9.02316560e-003	9.84634372e-001	free	8.95606696e-003	8.91892897e-001	free	8.73035665e-003	1.13577393e+000	free	7.93865888e-003	7.28637725e-001	free	5.68844010e-003	2.00000000e+000	locked	0.00000000e+000	5.06483578e+003	free	2.70731017e-001	4.17160034e+000	free	3.68631583e-004	0.00000000e+000	free	0.00000000e+000	1.00747655e+000	free	5.11429619e-003	1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	
1.00592	0.000962471	262.981	0	511.763	0	2.37306e+006	0	3.00000000e+005	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	5.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.36202585e+001	free	5.10639933e-003	2.00000000e-004	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	2.38000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	-3.35305093e-001	free	9.99014367e-004	7.33782228e-001	free	8.97284602e-004	5.24346406e-001	free	9.31451541e-004	-1.19262134e-001	free	9.45641412e-004	1.41949755e-001	free	9.90045364e-004	6.15842385e-001	free	1.02392460e-003	3.26818308e+000	free	1.06266177e-003	2.18069094e+000	free	1.09584130e-003	8.91911530e-001	free	1.12756430e-003	1.40257876e+000	free	1.15487189e-003	1.74770239e+000	free	1.17886642e-003	1.41959083e+000	free	1.19884849e-003	1.52332287e+000	free	1.21527897e-003	1.27624050e+000	free	1.22834933e-003	1.25029039e+000	free	1.23880300e-003	1.02015024e+000	free	1.24829452e-003	1.37659089e+000	free	1.26237707e-003	1.94994691e+000	free	1.31743304e-003	1.89930198e+000	free	1.37979185e-003	1.10067428e+000	free	1.44389007e-003	9.20210436e-001	free	1.50761298e-003	6.34944621e-001	free	1.56957106e-003	7.12690951e-001	free	1.62872226e-003	6.70268652e-001	free	1.68390485e-003	7.24272645e-001	free	1.73451453e-003	7.38231013e-001	free	1.77933740e-003	7.91815507e-001	free	1.81866746e-003	8.72851820e-001	free	1.85016941e-003	8.37727138e-001	free	1.87456416e-003	8.90243719e-001	free	1.88135072e-003	9.94265382e-001	free	1.85721414e-003	9.81345286e-001	free	1.70574468e-003	8.16999368e-001	free	1.24346612e-003	0.00000000e+000	locked	0.00000000e+000	3.00000000e+005	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	7.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.33636262e+001	free	4.11789761e-002	2.00000000e-004	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	4.50000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	1.93565441e+000	free	7.12179909e-003	-2.63832700e-002	free	6.12643678e-003	1.52041846e+000	free	6.33853117e-003	1.97824397e+000	free	6.30013671e-003	3.01561145e+000	free	6.52171559e-003	1.44028115e+000	free	6.63512788e-003	1.77950935e+000	free	6.79169969e-003	1.84141727e+000	free	6.90461117e-003	2.10705230e+000	free	7.00381022e-003	2.64055043e+000	free	7.07436710e-003	1.79951986e+000	free	7.12085883e-003	1.53179881e+000	free	7.14485016e-003	1.00731828e+000	free	7.14196368e-003	1.00015521e+000	free	7.12220008e-003	1.00819652e+000	free	7.08504969e-003	1.11953754e+000	free	7.04275182e-003	8.39193609e-001	free	7.02681952e-003	1.00653298e+000	free	7.23325685e-003	9.63094039e-001	free	7.47528015e-003	6.35837904e-001	free	7.72052118e-003	1.07348535e+000	free	7.95874792e-003	8.57233162e-001	free	8.18090782e-003	1.16955461e+000	free	8.38413186e-003	1.14608393e+000	free	8.56165772e-003	1.32670610e+000	free	8.71253666e-003	1.18287487e+000	free	8.83105275e-003	1.29172197e+000	free	8.91809956e-003	1.25458229e+000	free	8.96739084e-003	1.20380804e+000	free	8.97680113e-003	8.23469007e-001	free	8.91004785e-003	1.15478092e+000	free	8.68549861e-003	1.08596712e+000	free	7.89786858e-003	6.84456355e-001	free	5.65923167e-003	2.00000000e+000	locked	0.00000000e+000	5.01075474e+003	free	2.69787010e-001	4.12884931e+000	free	3.68943223e-004	0.00000000e+000	free	0.00000000e+000	9.22140785e-001	free	5.11696195e-003	1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	
1.04043	0.0010243	263.318	0	511.17	0	2.33033e+006	0	3.00000000e+005	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	5.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.38210116e+001	free	5.08633213e-003	2.00000000e-004	locked	0.00000000e+000	1.88000000e+002	locked	0.00000000e+000	2.38000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	-1.81329148e-001	free	9.94192027e-004	3.46306044e-001	free	8.93169876e-004	8.57702431e-001	free	9.27117341e-004	-2.86420557e-001	free	9.41284748e-004	3.23474111e-001	free	9.85469395e-004	1.83196260e-001	free	1.01920767e-003	2.99440216e+000	free	1.05776507e-003	2.58211326e+000	free	1.09079785e-003	1.08751728e+000	free	1.12237549e-003	1.16240745e+000	free	1.14956092e-003	1.77947538e+000	free	1.17344661e-003	1.43684057e+000	free	1.19333893e-003	1.58670298e+000	free	1.20969573e-003	1.24702895e+000	free	1.22270790e-003	1.29672988e+000	free	1.23311509e-003	9.66488323e-001	free	1.24256514e-003	1.42998912e+000	free	1.25658478e-003	1.81890991e+000	free	1.31139112e-003	1.90807561e+000	free	1.37346601e-003	1.31762845e+000	free	1.43727159e-003	7.58453178e-001	free	1.50070348e-003	7.88082507e-001	free	1.56237832e-003	5.93659786e-001	free	1.62125909e-003	7.50628903e-001	free	1.67618926e-003	6.23675138e-001	free	1.72656741e-003	7.90173029e-001	free	1.77118507e-003	7.21664273e-001	free	1.81033530e-003	8.43299784e-001	free	1.84169294e-003	8.40567184e-001	free	1.86597619e-003	1.02165829e+000	free	1.87273163e-003	8.24474474e-001	free	1.84870580e-003	1.14267426e+000	free	1.69793029e-003	6.93715701e-001	free	1.23776960e-003	0.00000000e+000	locked	0.00000000e+000	3.00000000e+005	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	7.00000000e+000	locked	0.00000000e+000	1.00000000e+002	locked	0.00000000e+000	4.01000000e-003	locked	0.00000000e+000	4.21180052e+001	free	4.11755732e-002	2.00000000e-004	locked	0.00000000e+000	4.00000000e+002	locked	0.00000000e+000	4.50000000e+002	locked	0.00000000e+000	-1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	1.73333134e+000	free	7.33202067e-003	1.11584964e-001	free	6.30762406e-003	1.12716035e+000	free	6.52588480e-003	1.87341374e+000	free	6.48643475e-003	3.30721736e+000	free	6.71453273e-003	1.72727369e+000	free	6.83132232e-003	1.65895088e+000	free	6.99251777e-003	1.95990498e+000	free	7.10877324e-003	2.28379250e+000	free	7.21090677e-003	2.58903903e+000	free	7.28355221e-003	2.11913075e+000	free	7.33142080e-003	1.60592527e+000	free	7.35612199e-003	1.13226476e+000	free	7.35315352e-003	8.84935395e-001	free	7.33280681e-003	1.14069863e+000	free	7.29456073e-003	8.78989687e-001	free	7.25101484e-003	1.35116060e+000	free	7.23461429e-003	8.01531395e-001	free	7.44716097e-003	7.93514671e-001	free	7.69634530e-003	9.93814976e-001	free	7.94884214e-003	6.09286355e-001	free	8.19411613e-003	1.32273904e+000	free	8.42284848e-003	7.33836861e-001	free	8.63208404e-003	1.29276364e+000	free	8.81486166e-003	1.16689724e+000	free	8.97020357e-003	1.26464634e+000	free	9.09222561e-003	1.28446971e+000	free	9.18184781e-003	1.27153773e+000	free	9.23259716e-003	1.08139830e+000	free	9.24228648e-003	1.14156300e+000	free	9.17355849e-003	8.29450667e-001	free	8.94236718e-003	1.25432476e+000	free	8.13144357e-003	6.23782415e-001	free	5.82658305e-003	2.00000000e+000	locked	0.00000000e+000	5.08550640e+003	free	2.70578222e-001	4.16464586e+000	free	3.66544824e-004	0.00000000e+000	free	0.00000000e+000	1.11994358e+000	free	5.11472367e-003	1.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	0.00000000e+000	locked	0.00000000e+000	
